Investitionsmaßnahmen,Ergebnis(€),Haushaltsansatz(€),,,Verpflichtungs- ermächtigung(€),,Planung(€),,,bereitge- stelltbisinkl. 2025,Gesamt- ein-u.-aus- zahlungen
,2024,2025,2026,2027,2026,2027,2028,2029,2030,,
InvestitionsmaßnahmenoberhalbderfestgelegtenWertgrenzen,,,,,,,,,,,
4001Heroldstraße/DB,,,,,,,,,,,
EinzahlungausZuwendungen fürInvestitionsmaßnahmen,"285.844,15",0,0,0,,,0,0,0,21.235.385,21.235.385
AuszahlungfürBaumaßnahmen,"449.213,21",356.128,0,0,0,0,0,0,0,33.128.244,33.128.244
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"163.369,06-",356.128-,0,0,,,0,0,0,11.892.859-,11.892.859-
