0100Besch.f.städt. Kindertageseinrichtungen,,,,,,,,,,,
AuszahlungfürdenErwerbvon beweglichemAnlagevermögen,"177.071,02",430.617,380.300,500.300,0,0,380.300,380.300,380.300,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"177.071,02-",430.617-,380.300-,500.300-,,,380.300-,380.300-,380.300-,,
