4042Eisenbahnstr/ Friedrichstr/Fr-v-SteinPl,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",0,0,0,0,0,0,0,0,4.097,1.104.097
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",0,0,0,,,0,0,0,4.097-,1.104.097-
