4000MasterplanZooMünster 2030plus,,,,,,,,,,,
AuszahlungfürdenErwerbvon Finanzanlagen,"700.000,00",700.000,700.000,700.000,0,0,700.000,700.000,700.000,16.400.000,19.900.000
Auszahlungvonaktivierbaren Zuwendungen,"0,00",0,0,0,0,0,0,0,0,5.000.000,5.000.000
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"700.000,00-",700.000-,700.000-,700.000-,,,700.000-,700.000-,700.000-,21.400.000-,24.900.000-
