"4261Berdelsüdl.,Bp616",,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"24.684,97",350.600,50.000,2.000.000,0,2.500.000,1.500.000,1.000.000,0,385.721,4.935.721
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"24.684,97-",350.600-,50.000-,2.000.000-,,,1.500.000-,1.000.000-,0,385.721-,4.935.721-
