16,Außerordentliches Ergebnis,"0,00 €","0 ,0 0 €","0,00 €","0 ,0 0 €","0,00 €"
17,Ergebnis vor Steuern,"4.018.000,00 €","3.697.000,00 €","3.729.000,00 €","3.742.000,00 €","3.758.000,00 €"
