Investitionsmaßnahmen,Ergebnis(€),Haushaltsansatz(€),,,Verpflichtungs- ermächtigung(€),,Planung(€),,,bereitge- stelltbisinkl. 2025,Gesamt- ein-u.-aus- zahlungen
,2024,2025,2026,2027,2026,2027,2028,2029,2030,,
4101StraßenbaubeimAusbau DEK,,,,,,,,,,,
EinzahlungausZuwendungen fürInvestitionsmaßnahmen,"353.655,98",0,0,0,,,0,0,0,8.424.191,8.424.191
AuszahlungfürBaumaßnahmen,"558.660,14",383.392,800.000,800.000,0,0,0,0,0,14.691.968,18.491.968
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"205.004,16-",383.392-,800.000-,800.000-,,,0,0,0,6.267.778-,10.067.778-
