Investitionsmaßnahmen,Ergebnis(€),Haushaltsansatz(€),,,Verpflichtungs- ermächtigung(€),,Planung(€),,,bereitge- stelltbisinkl. 2025,Gesamt- ein-u.-aus- zahlungen
,2024,2025,2026,2027,2026,2027,2028,2029,2030,,
InvestitionsmaßnahmenoberhalbderfestgelegtenWertgrenzen,,,,,,,,,,,
0000Gestaltungvon Schulanlagen,,,,,,,,,,,
EinzahlungausZuwendungen fürInvestitionsmaßnahmen,"12.200,00",100,0,0,,,0,0,0,,
AuszahlungfürBaumaßnahmen,"43.429,82",233.816,100.000,100.000,75.000,75.000,100.000,100.000,100.000,,
Verpflichtungsermächtigung2026zuLasten,,,,75.000,,,0,0,0,,
Verpflichtungsermächtigung2027zuLasten,,,,0,,,75.000,0,0,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"31.229,82-",233.716-,100.000-,100.000-,,,100.000-,100.000-,100.000-,,
