Standardkennzahlen -Teilergebnis(Zeile29)proEinwohner/in(inEuro) -Aufwandsdeckungsgrad(in%),"-17,00","-13,82","-14,17","-14,14","-14,34","-14,65","-14,97"
,"11,0","13,2","13,3","13,3","13,3","13,1","13,0"
