Investitionsmaßnahmen,Ergebnis(€),Haushaltsansatz(€),,,Verpflichtungs- ermächtigung(€),,Planung(€),,,bereitge- stelltbisinkl. 2025,Gesamt- ein-u.-aus- zahlungen
,2024,2025,2026,2027,2026,2027,2028,2029,2030,,
5930ÖGUrbaner Naturlehrgarten,,,,,,,,,,,
EinzahlungausZuwendungen fürInvestitionsmaßnahmen,"0,00",0,0,0,,,0,0,0,380.000,380.000
AuszahlungfürBaumaßnahmen,"50.108,09",328.753,0,0,0,0,0,0,0,415.262,415.262
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"50.108,09-",328.753-,0,0,,,0,0,0,35.262-,35.262-
