5070Erweiterung Wilhelm-Hittorf-Gymnasium,,,,,,,,,,,
EinzahlungausZuwendungen fürInvestitionsmaßnahmen,"0,00",484.620,0,0,,,0,0,0,484.620,484.620
AuszahlungfürBaumaßnahmen,"2.956.444,12",8.594.340,720.150,0,0,0,0,0,0,12.280.572,13.000.722
AuszahlungfürdenErwerbvon beweglichemAnlagevermögen,"0,00",0,547.350,0,0,0,0,0,0,0,547.350
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"2.956.444,12-",8.109.720-,1.267.500-,0,,,0,0,0,11.795.952-,13.063.452-
