InvestitionsmaßnahmenunterhalbderfestgelegtenWertgrenzen,,,,,,,,,,,
Einzahlung,"1.459,42",240,0,0,,,0,0,0,,
Auszahlung,"60.000.000,00",0,0,0,0,0,0,0,0,,
Saldo(Einzahlungen./. Auszahlungen),"59.998.540,58-",240,0,0,,,0,0,0,,
