5330ÖGHansaplatz,,,,,,,,,,,
EinzahlungausZuwendungen fürInvestitionsmaßnahmen,"0,00",840.000,63.000,0,,,0,0,0,840.000,903.000
AuszahlungfürBaumaßnahmen,"0,00",1.400.000,105.000,0,0,0,0,0,0,1.460.882,1.565.882
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",560.000-,42.000-,0,,,0,0,0,620.882-,662.882-
