Investitionsmaßnahmen,Ergebnis(€),Haushaltsansatz(€),,,Verpflichtungs- ermächtigung(€),,Planung(€),,,bereitge- stelltbisinkl. 2025,Gesamt- ein-u.-aus- zahlungen
,2024,2025,2026,2027,2026,2027,2028,2029,2030,,
"4278Domplatz,Pferdegasse",,,,,,,,,,,
EinzahlungausZuwendungen fürInvestitionsmaßnahmen,"0,00",510.000,740.000,50.000,,,1.450.000,1.450.000,0,510.000,4.200.000
AuszahlungfürBaumaßnahmen,"0,00",650.000,890.000,80.000,0,4.800.000,2.410.000,2.410.000,0,684.660,6.474.660
Verpflichtungsermächtigung2027zuLasten,,,,0,,,2.400.000,2.400.000,0,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",140.000-,150.000-,30.000-,,,960.000-,960.000-,0,174.660-,2.274.660-
