InvestitionsmaßnahmenunterhalbderfestgelegtenWertgrenzen,,,,,,,,,,,
Einzahlung,"0,00",4.550,4.550,4.550,,,4.550,4.550,4.550,,
Auszahlung,"49.605,81",12.409,4.550,4.550,0,0,4.550,4.550,4.550,,
Saldo(Einzahlungen./. Auszahlungen),"49.605,81-",7.859-,0,0,,,0,0,0,,
