Investitionsmaßnahmen,Ergebnis(€),Haushaltsansatz(€),,,Verpflichtungs- ermächtigung(€),,Planung(€),,,bereitge- stelltbisinkl. 2025,Gesamt- ein-u.-aus- zahlungen
,2024,2025,2026,2027,2026,2027,2028,2029,2030,,
4286SteinfurterStr-Urb. StadtquartierBp640,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",10.229,50.000,150.000,0,0,150.000,150.000,150.000,12.174,18.162.174
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",10.229-,50.000-,150.000-,,,150.000-,150.000-,150.000-,12.174-,18.162.174-
