0110Kleingartendarlehen,,,,,,,,,,,
Einzahlungausder VeräußerungvonFinanzanlagen,"22.599,54",20.000,20.000,20.000,,,20.000,20.000,20.000,,
AuszahlungfürdenErwerbvon Finanzanlagen,"20.000,00",20.000,20.000,20.000,0,0,20.000,20.000,20.000,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"2.599,54",0,0,0,,,0,0,0,,
