4360Ausbau/Modernisierung StadionHammerStr.,,,,,,,,,,,
EinzahlungausZuwendungen fürInvestitionsmaßnahmen,"0,00",0,750.000,750.000,,,0,0,0,0,1.500.000
AuszahlungfürBaumaßnahmen,"862.450,91",22.000.000,49.680.000,13.020.000,13.020.000,0,0,0,0,27.350.088,90.050.088
Verpflichtungsermächtigung2026zuLasten,,,,13.020.000,,,0,0,0,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"862.450,91-",22.000.000-,48.930.000-,12.270.000-,,,0,0,0,27.350.088-,88.550.088-
