InvestitionsmaßnahmenunterhalbderfestgelegtenWertgrenzen,,,,,,,,,,,
Einzahlung,"0,00",0,0,0,,,0,0,0,,
Auszahlung,"82.304,05",148.834,0,0,0,0,0,0,0,,
Saldo(Einzahlungen./. Auszahlungen),"82.304,05-",148.834-,0,0,,,0,0,0,,
