0005Straßenbaubeiträgenach KAG,,,,,,,,,,,
EinzahlungausZuwendungen fürInvestitionsmaßnahmen,"41.830,37",1.000.000,1.000.000,1.000.000,,,1.000.000,1.000.000,1.000.000,,
EinzahlungausBeiträgenund ähnlichenEntgelten,"10.918,20",0,0,0,,,0,0,0,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"52.748,57",1.000.000,1.000.000,1.000.000,,,1.000.000,1.000.000,1.000.000,,
