Investitionsmaßnahmen,Ergebnis(€),Haushaltsansatz(€),,,Verpflichtungs- ermächtigung(€),,Planung(€),,,bereitge- stelltbisinkl. 2025,Gesamt- ein-u.-aus- zahlungen
,2024,2025,2026,2027,2026,2027,2028,2029,2030,,
0030KleineMaßnahmen Gesamtverwaltung,,,,,,,,,,,
Einzahlungausder VeräußerungvonSachanlagen,"67,00",0,0,0,,,0,0,0,,
EinzahlungausZuwendungen fürInvestitionsmaßnahmen,"20.466,00",0,0,0,,,0,0,0,,
AuszahlungfürBaumaßnahmen,"8.574,13",374.930,100.000,100.000,400.000,0,100.000,100.000,100.000,,
AuszahlungfürdenErwerbvon beweglichemAnlagevermögen,"109.810,29",250.000,100.000,100.000,400.000,0,100.000,100.000,100.000,,
AuszahlungfürdenErwerbvon GrundstückenundGebäuden,"746.451,18",0,0,0,0,0,0,0,0,,
Verpflichtungsermächtigung2026zuLasten,,,,200.000,,,200.000,200.000,200.000,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"844.302,60-",624.930-,200.000-,200.000-,,,200.000-,200.000-,200.000-,,
