InvestitionsmaßnahmenunterhalbderfestgelegtenWertgrenzen,,,,,,,,,,,
Einzahlung,"0,00",0,0,0,,,0,0,0,,
Auszahlung,"0,00",5.000,5.000,5.000,0,0,5.000,5.000,5.000,,
Saldo(Einzahlungen./. Auszahlungen),"0,00",5.000-,5.000-,5.000-,,,5.000-,5.000-,5.000-,,
