6020ErweiterungSchulzentrum Hiltrup,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"1.108.818,15",967.055,692.000,132.000,492.000,0,132.000,132.000,96.000,2.372.439,38.119.439
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"1.108.818,15-",967.055-,692.000-,132.000-,,,132.000-,132.000-,96.000-,2.372.439-,38.119.439-
