InvestitionsmaßnahmenunterhalbderfestgelegtenWertgrenzen,,,,,,,,,,,
Einzahlung,"0,00",0,0,0,,,0,0,0,,
Auszahlung,"1.696.018,12",353.882,0,0,0,0,0,0,0,,
Saldo(Einzahlungen./. Auszahlungen),"1.696.018,12-",353.882-,0,0,,,0,0,0,,
