5790San./Umgest. WegeflächenimBez.Südost,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"25.778,54",53.470,50.000,50.000,50.000,50.000,50.000,50.000,50.000,218.333,518.333
Verpflichtungsermächtigung2026zuLasten,,,,50.000,,,0,0,0,,
Verpflichtungsermächtigung2027zuLasten,,,,0,,,50.000,0,0,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"25.778,54-",53.470-,50.000-,50.000-,,,50.000-,50.000-,50.000-,218.333-,518.333-
