4259KläranlageHiltrup,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"472.716,47",3.009.362,2.500.000,3.300.000,3.000.000,2.000.000,2.000.000,0,0,5.095.901,264.895.901
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"472.716,47-",3.009.362-,2.500.000-,3.300.000-,,,2.000.000-,0,0,5.095.901-,264.895.901-
