InvestitionsmaßnahmenunterhalbderfestgelegtenWertgrenzen,,,,,,,,,,,
Einzahlung,"63.417,60",0,0,0,,,0,0,0,,
Auszahlung,"0,00",0,0,0,0,0,0,0,0,,
Saldo(Einzahlungen./. Auszahlungen),"63.417,60",0,0,0,,,0,0,0,,
