4210Maßnahmenzur Energieeinsparung,,,,,,,,,,,
EinzahlungausZuwendungen fürInvestitionsmaßnahmen,"75.530,00",0,0,0,,,0,0,0,738.915,738.915
AuszahlungfürBaumaßnahmen,"585.701,18",2.031.181,270.000,910.000,910.000,0,2.500.000,3.500.000,3.500.000,4.926.529,25.606.529
Verpflichtungsermächtigung2026zuLasten,,,,910.000,,,0,0,0,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"510.171,18-",2.031.181-,270.000-,910.000-,,,2.500.000-,3.500.000-,3.500.000-,4.187.614-,24.867.614-
