Investitionsmaßnahmen,Ergebnis(€),Haushaltsansatz(€),,,Verpflichtungs- ermächtigung(€),,Planung(€),,,bereitge- stelltbisinkl. 2025,Gesamt- ein-u.-aus- zahlungen
,2024,2025,2026,2027,2026,2027,2028,2029,2030,,
InvestitionsmaßnahmenoberhalbderfestgelegtenWertgrenzen,,,,,,,,,,,
1008Breitbandausbau Münster_Gewerbegebiete,,,,,,,,,,,
EinzahlungausZuwendungen fürInvestitionsmaßnahmen,"460.789,61",0,101.050,0,,,0,0,0,3.658.138,3.759.188
Auszahlungvonaktivierbaren Zuwendungen,"517.406,82",380.500,112.280,0,0,0,0,0,0,4.450.516,4.562.796
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"56.617,21-",380.500-,11.230-,0,,,0,0,0,792.378-,803.608-
