InvestitionsmaßnahmenunterhalbderfestgelegtenWertgrenzen,,,,,,,,,,,
Einzahlung,"0,00",0,0,0,,,0,0,0,,
Auszahlung,"773.165,42",0,0,0,0,0,0,0,0,,
Saldo(Einzahlungen./. Auszahlungen),"773.165,42-",0,0,0,,,0,0,0,,
