"4146Hafenstraße,DB Unterführung",,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",0,50.000,50.000,0,0,0,0,0,92.467,25.192.467
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",0,50.000-,50.000-,,,0,0,0,92.467-,25.192.467-
