5010KitaSonnenstraße,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"4.686.291,46",1.256.322,0,0,0,0,0,0,0,11.293.520,11.293.520
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"4.686.291,46-",1.256.322-,0,0,,,0,0,0,11.293.520-,11.293.520-
