0020Herrichtung Verwaltungsgebäude,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",70.000,50.000,50.000,0,0,50.000,50.000,50.000,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",70.000-,50.000-,50.000-,,,50.000-,50.000-,50.000-,,
