4147DüesbergwegentlangDB (Sternb-Werland),,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",0,0,0,0,0,530.000,0,0,3.500,533.500
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",0,0,0,,,530.000-,0,0,3.500-,533.500-
