0010Besch.v.Mobiliaru.a.,,,,,,,,,,,
AuszahlungfürdenErwerbvon beweglichemAnlagevermögen,"355.584,60",271.859,300.000,300.000,0,0,300.000,300.000,300.000,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"355.584,60-",271.859-,300.000-,300.000-,,,300.000-,300.000-,300.000-,,
