5990SanierungBrunnen Lambertikirchplatz,,,,,,,,,,,
EinzahlungausZuwendungen fürInvestitionsmaßnahmen,"80.000,00",10.000,250.000,0,,,0,0,0,120.000,370.000
AuszahlungfürBaumaßnahmen,"0,00",110.857,410.000,0,0,0,0,0,0,110.857,520.857
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"80.000,00",100.857-,160.000-,0,,,0,0,0,9.143,150.857-
