"0015 Pumpwerke/Kläranlagen,Neubau/ Erneuerung",,,,,,,,,,,
EinzahlungausZuwendungen fürInvestitionsmaßnahmen,"130.500,00",0,0,0,,,0,0,0,,
AuszahlungfürBaumaßnahmen,"3.444.831,03",1.794.683,1.000.000,1.000.000,1.500.000,2.300.000,1.300.000,1.600.000,1.600.000,,
Verpflichtungsermächtigung2026zuLasten,,,,1.000.000,,,500.000,0,0,,
Verpflichtungsermächtigung2027zuLasten,,,,0,,,800.000,1.500.000,0,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"3.314.331,03-",1.794.683-,1.000.000-,1.000.000-,,,1.300.000-,1.600.000-,1.600.000-,,
