InvestitionsmaßnahmenunterhalbderfestgelegtenWertgrenzen,,,,,,,,,,,
Einzahlung,"0,00",0,0,0,,,0,0,0,,
Auszahlung,"62.527,04",0,0,0,0,0,0,0,0,,
Saldo(Einzahlungen./. Auszahlungen),"62.527,04-",0,0,0,,,0,0,0,,
