Investitionsmaßnahmen,Ergebnis(€),Haushaltsansatz(€),,,Verpflichtungs- ermächtigung(€),,Planung(€),,,bereitge- stelltbisinkl. 2025,Gesamt- ein-u.-aus- zahlungen
,2024,2025,2026,2027,2026,2027,2028,2029,2030,,
5140KitaBurgwallAnbau,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"273.353,96",183.376,0,0,0,0,0,0,0,1.649.943,1.649.943
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"273.353,96-",183.376-,0,0,,,0,0,0,1.649.943-,1.649.943-
