"4292Hammer Straße/städtischesStadion,Bp 568",,,,,,,,,,,
EinzahlungausZuwendungen fürInvestitionsmaßnahmen,"0,00",0,0,130.000,,,0,0,0,0,130.000
AuszahlungfürBaumaßnahmen,"0,00",70.000,300.000,300.000,0,0,0,0,0,70.000,670.000
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",70.000-,300.000-,170.000-,,,0,0,0,70.000-,540.000-
