Investitionsmaßnahmen,Ergebnis(€),Haushaltsansatz(€),,,Verpflichtungs- ermächtigung(€),,Planung(€),,,bereitge- stelltbisinkl. 2025,Gesamt- ein-u.-aus- zahlungen
,2024,2025,2026,2027,2026,2027,2028,2029,2030,,
6040Gesamtschule Münster-West,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"410.971,25",2.966.244,14.731.100,23.912.300,7.900.000,2.700.000,18.705.440,2.830.000,0,3.381.985,63.560.825
AuszahlungfürdenErwerbvon beweglichemAnlagevermögen,"0,00",0,54.900,1.518.700,0,0,1.503.800,0,0,0,3.077.400
Verpflichtungsermächtigung2026zuLasten,,,,7.900.000,,,0,0,0,,
Verpflichtungsermächtigung2027zuLasten,,,,0,,,2.700.000,0,0,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"410.971,25-",2.966.244-,14.786.000-,25.431.000-,,,20.209.240-,2.830.000-,0,3.381.985-,66.638.225-
