1050Kapitaleinlage StadtwerkeMünsterGmbH,,,,,,,,,,,
AuszahlungfürdenErwerbvon Finanzanlagen,"296.730,00",300.000,300.000,300.000,0,0,300.000,300.000,300.000,42.796.240,44.296.240
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"296.730,00-",300.000-,300.000-,300.000-,,,300.000-,300.000-,300.000-,42.796.240-,44.296.240-
