"4236Langebusch,südl.,Bp 590",,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",135.754,0,0,0,0,0,0,0,622.099,872.099
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",135.754-,0,0,,,0,0,0,622.099-,872.099-
