5650ÖGUmfeldOxford-Kaserne,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",0,0,0,0,300.000,330.000,0,0,0,330.000
Verpflichtungsermächtigung2027zuLasten,,,,0,,,300.000,0,0,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",0,0,0,,,330.000-,0,0,0,330.000-
