0030Urnenwände Bezirksfriedhöfe(außen),,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"39.159,09",36.334,0,0,0,0,0,0,0,,
AuszahlungfürdenErwerbvon beweglichemAnlagevermögen,"0,00",40.000,36.000,36.000,0,0,36.000,36.000,36.000,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"39.159,09-",76.334-,36.000-,36.000-,,,36.000-,36.000-,36.000-,,
