0016ÖPNV-Pauschalenach§11 Abs2ÖPNVGNRW,,,,,,,,,,,
EinzahlungausZuwendungen fürInvestitionsmaßnahmen,"1.900.000,00",1.900.000,1.900.000,1.900.000,,,1.900.000,1.900.000,1.900.000,,
Auszahlungvonaktivierbaren Zuwendungen,"2.346.074,30",1.900.000,1.900.000,1.900.000,0,0,1.900.000,1.900.000,1.900.000,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"446.074,30-",0,0,0,,,0,0,0,,
