Investitionsmaßnahmen,Ergebnis(€),Haushaltsansatz(€),,,Verpflichtungs- ermächtigung(€),,Planung(€),,,bereitge- stelltbisinkl. 2025,Gesamt- ein-u.-aus- zahlungen
,2024,2025,2026,2027,2026,2027,2028,2029,2030,,
InvestitionsmaßnahmenoberhalbderfestgelegtenWertgrenzen,,,,,,,,,,,
"4022Wolbeck,östlich Münsterstraße,GG,Bp463",,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",50.000,150.000,0,0,0,0,0,0,1.018.466,3.168.466
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",50.000-,150.000-,0,,,0,0,0,1.018.466-,3.168.466-
