4285Busso-Peus-Str-Urb. StadtquartierBp639,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",100.000,100.000,100.000,0,0,80.000,0,0,100.000,3.880.000
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",100.000-,100.000-,100.000-,,,80.000-,0,0,100.000-,3.880.000-
