6130Erweiterung Anne-Frank-Berufskolleg,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"399.101,03",899,11.100.000,11.900.000,11.900.000,6.000.000,6.000.000,4.623.500,0,400.000,34.023.500
AuszahlungfürdenErwerbvon beweglichemAnlagevermögen,"0,00",0,0,0,0,0,1.500.000,337.500,0,0,1.837.500
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"399.101,03-",899-,11.100.000-,11.900.000-,,,7.500.000-,4.961.000-,0,400.000-,35.861.000-
