Investitionsmaßnahmen,Ergebnis(€),Haushaltsansatz(€),,,Verpflichtungs- ermächtigung(€),,Planung(€),,,bereitge- stelltbisinkl. 2025,Gesamt- ein-u.-aus- zahlungen
,2024,2025,2026,2027,2026,2027,2028,2029,2030,,
InvestitionsmaßnahmenoberhalbderfestgelegtenWertgrenzen,,,,,,,,,,,
4680ParkSentmaring,,,,,,,,,,,
EinzahlungausZuwendungen fürInvestitionsmaßnahmen,"0,00",0,0,0,,,0,0,0,223.500,223.500
AuszahlungfürBaumaßnahmen,"0,00",0,0,0,0,200.000,200.000,0,0,444.525,644.525
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",0,0,0,,,200.000-,0,0,221.025-,421.025-
