5090ErweiterungSchulzentrum Wolbeck,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"336.081,41",2.688.940,1.200.490,6.070.560,6.000.000,6.700.000,6.727.080,6.000.000,456.000,3.058.014,23.512.144
AuszahlungfürdenErwerbvon beweglichemAnlagevermögen,"0,00",0,56.510,0,0,0,772.920,0,0,0,829.430
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"336.081,41-",2.688.940-,1.257.000-,6.070.560-,,,7.500.000-,6.000.000-,456.000-,3.058.014-,24.341.574-
