InvestitionsmaßnahmenunterhalbderfestgelegtenWertgrenzen,,,,,,,,,,,
Einzahlung,"0,00",0,0,0,,,0,0,0,,
Auszahlung,"11.995,20",30.000,0,0,0,0,0,0,0,,
Saldo(Einzahlungen./. Auszahlungen),"11.995,20-",30.000-,0,0,,,0,0,0,,
