Investitionsmaßnahmen,Ergebnis(€),Haushaltsansatz(€),,,Verpflichtungs- ermächtigung(€),,Planung(€),,,bereitge- stelltbisinkl. 2025,Gesamt- ein-u.-aus- zahlungen
,2024,2025,2026,2027,2026,2027,2028,2029,2030,,
4630ErweiterungSportanlage Osttor,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",50.000,50.000,1.950.000,1.950.000,0,0,0,0,50.000,2.050.000
Verpflichtungsermächtigung2026zuLasten,,,,1.950.000,,,0,0,0,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",50.000-,50.000-,1.950.000-,,,0,0,0,50.000-,2.050.000-
