InvestitionsmaßnahmenunterhalbderfestgelegtenWertgrenzen,,,,,,,,,,,
Einzahlung,"258.246,66",0,0,0,,,0,0,0,,
Auszahlung,"2.027.708,73",555.074,80.000,20.000,0,0,20.000,20.000,30.000,,
Saldo(Einzahlungen./. Auszahlungen),"1.769.462,07-",555.074-,80.000-,20.000-,,,20.000-,20.000-,30.000-,,
