Investitionsmaßnahmen,Ergebnis(€),Haushaltsansatz(€),,,Verpflichtungs- ermächtigung(€),,Planung(€),,,bereitge- stelltbisinkl. 2025,Gesamt- ein-u.-aus- zahlungen
,2024,2025,2026,2027,2026,2027,2028,2029,2030,,
InvestitionsmaßnahmenoberhalbderfestgelegtenWertgrenzen,,,,,,,,,,,
0000Brandschutzpauschale,,,,,,,,,,,
EinzahlungausZuwendungen fürInvestitionsmaßnahmen,"739.357,73",590.000,700.000,700.000,,,700.000,700.000,700.000,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"739.357,73",590.000,700.000,700.000,,,700.000,700.000,700.000,,
