"4240Albersl.Wegsüdl. HiltruperStr,Bp595",,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"116.858,91",1.237.770,800.000,200.000,0,0,0,0,0,1.361.567,4.411.567
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"116.858,91-",1.237.770-,800.000-,200.000-,,,0,0,0,1.361.567-,4.411.567-
