6090ErweiterungGymnasium Paulinum,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"417.592,44",109.303,5.121.000,3.324.000,3.300.000,150.000,709.750,0,0,619.550,9.774.300
AuszahlungfürdenErwerbvon beweglichemAnlagevermögen,"0,00",0,0,127.000,0,0,0,0,0,0,127.000
Verpflichtungsermächtigung2026zuLasten,,,,3.300.000,,,0,0,0,,
Verpflichtungsermächtigung2027zuLasten,,,,0,,,150.000,0,0,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"417.592,44-",109.303-,5.121.000-,3.451.000-,,,709.750-,0,0,619.550-,9.901.300-
