1095DarlehenandieKVBGmbH,,,,,,,,,,,
AuszahlungfürdenErwerbvon Finanzanlagen,"331.250,00",2.850.000,0,0,0,0,0,0,0,3.759.090,3.759.090
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"331.250,00-",2.850.000-,0,0,,,0,0,0,3.759.090-,3.759.090-
