"4237SprakelerStr.,östlich Haltepunkt,BG",,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",0,0,0,0,0,0,0,0,1.277,1.261.277
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",0,0,0,,,0,0,0,1.277-,1.261.277-
