6020Umgest.u.-nutzung ApostelgartenINSEK,,,,,,,,,,,
EinzahlungausZuwendungen fürInvestitionsmaßnahmen,"0,00",60.000,60.000,30.000,,,0,1.200.000,585.000,60.000,1.935.000
AuszahlungfürBaumaßnahmen,"0,00",100.000,100.000,50.000,50.000,0,0,2.000.000,975.000,100.000,3.225.000
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",40.000-,40.000-,20.000-,,,0,800.000-,390.000-,40.000-,1.290.000-
