Investitionsmaßnahmen,Ergebnis(€),Haushaltsansatz(€),,,Verpflichtungs- ermächtigung(€),,Planung(€),,,bereitge- stelltbisinkl. 2025,Gesamt- ein-u.-aus- zahlungen
,2024,2025,2026,2027,2026,2027,2028,2029,2030,,
4020BaukostenB-Side,,,,,,,,,,,
EinzahlungausZuwendungen fürInvestitionsmaßnahmen,"2.089.923,00",0,0,0,,,0,0,0,7.979.406,7.979.406
Auszahlungvonaktivierbaren Zuwendungen,"1.896.206,00",600.000,0,0,0,0,0,0,0,10.428.289,10.428.289
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"193.717,00",600.000-,0,0,,,0,0,0,2.448.882-,2.448.882-
