5660Kleingartenanlage Mecklenbeck(BP396),,,,,,,,,,,
EinzahlungausZuwendungen fürInvestitionsmaßnahmen,"0,00",0,0,0,,,0,0,150.000,0,150.000
AuszahlungfürBaumaßnahmen,"0,00",0,0,0,0,0,0,0,190.000,0,540.000
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",0,0,0,,,0,0,40.000-,0,390.000-
