0006Kanalanschlussbeiträge nachKAG,,,,,,,,,,,
EinzahlungausBeiträgenund ähnlichenEntgelten,"313.708,35",900.000,1.000.000,1.250.000,,,1.250.000,1.500.000,1.750.000,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"313.708,35",900.000,1.000.000,1.250.000,,,1.250.000,1.500.000,1.750.000,,
