Investitionsmaßnahmen,Ergebnis(€),Haushaltsansatz(€),,,Verpflichtungs- ermächtigung(€),,Planung(€),,,bereitge- stelltbisinkl. 2025,Gesamt- ein-u.-aus- zahlungen
,2024,2025,2026,2027,2026,2027,2028,2029,2030,,
0070Begrünungöffentlicher Plätze,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",53.142,45.000,45.000,45.000,45.000,45.000,45.000,45.000,,
Verpflichtungsermächtigung2026zuLasten,,,,45.000,,,0,0,0,,
Verpflichtungsermächtigung2027zuLasten,,,,0,,,45.000,0,0,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",53.142-,45.000-,45.000-,,,45.000-,45.000-,45.000-,,
